age,tenure_months,num_products,is_active_member,balance,estimated_clv,txn_avg_90d,txn_count_30d,app_sessions_30d,days_since_last_txn,failed_txn_rate,num_complaints,num_unresolved,downtime_exposure,fraud_flag,monthly_fee,primary_channel,region_group,churn_probability,risk_band,expected_retention_value,reason_codes,recommended_action,decision,suppression_note,customer_id,churn_30d
67.0,88.0,2.0,0.0,56079.78,52457.72,27.8,10.0,12.0,7.0,0.034,1.0,0.0,2.0,1.0,50.0,Branch,Lagos-Mainland,0.4271933030593296,Medium,4102.396669440364,Elevated risk pattern (review engagement/friction signals),Monitor: no contact unless risk persists next cycle,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001082,0
46.0,65.0,1.0,1.0,138321.46,71558.27,7.2,12.0,6.0,2.0,0.268,0.0,0.0,2.0,1.0,50.0,USSD,Lagos-Mainland,0.27165994149277095,Low,3359.878860380977,"High failed-transaction rate (26.8%), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001083,0
28.0,65.0,2.0,1.0,27294.89,43373.67,11.4,8.0,10.0,2.0,,1.0,1.0,3.0,0.0,100.0,Agent,Lagos-Island,0.4858498764247382,Medium,3768.273052396843,"Unresolved service issues (1 open), Downtime exposure (3 days)","Complaint recovery: assign owner, resolve + follow-up call within 48h",FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001084,1
61.0,106.0,2.0,1.0,44329.61,101317.05,4.3,9.0,9.0,2.0,0.025,0.0,0.0,2.0,0.0,50.0,Internet,Lagos-Island,0.09300916689662055,Low,855.853603230812,Elevated risk pattern (review engagement/friction signals),Monitor: no contact unless risk persists next cycle,No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001085,0
59.0,54.0,2.0,1.0,70950.69,51813.54,14.8,6.0,6.0,17.0,0.049,1.0,1.0,2.0,0.0,250.0,App,Lagos-Mainland,0.7563345230123202,Critical,8297.092265369944,Unresolved service issues (1 open),"Complaint recovery: assign owner, resolve + follow-up call within 48h",FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001086,1
69.0,27.0,1.0,0.0,213962.86,84869.74,11.9,10.0,13.0,8.0,0.141,0.0,0.0,1.0,0.0,0.0,App,Lagos-Mainland,0.24408750621260086,Low,3678.9107973779555,"High failed-transaction rate (14.1%), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001087,0
51.0,17.0,1.0,1.0,62357.22,79038.08,3.0,7.0,12.0,13.0,0.057,0.0,0.0,4.0,0.0,50.0,Internet,Lagos-Island,0.31774853799015634,Low,4778.558591387255,"Downtime exposure (4 days), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001088,0
25.0,40.0,1.0,1.0,54876.69,112587.43,12.3,9.0,12.0,20.0,0.254,2.0,2.0,1.0,0.0,500.0,App,Lagos-Island,0.9675286122704222,Critical,25732.889976748324,"Unresolved service issues (2 open), High failed-transaction rate (25.4%), Single-product relationship","Complaint recovery: assign owner, resolve + follow-up call within 48h",FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001089,0
44.0,78.0,,1.0,55072.92,84670.39,6.1,8.0,13.0,1.0,0.158,0.0,0.0,2.0,0.0,50.0,App,Lagos-Island,0.1725141415559516,Low,2151.7099115144074,High failed-transaction rate (15.8%),Assisted support: service-reliability check + fee goodwill review,No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001090,0
41.0,57.0,2.0,1.0,138213.32,89711.59,8.9,13.0,11.0,5.0,0.121,1.0,0.0,1.0,0.0,250.0,Branch,,0.16811350794588734,Low,2270.4325245757964,High failed-transaction rate (12.1%),Assisted support: service-reliability check + fee goodwill review,No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001091,0
61.0,51.0,3.0,1.0,164116.66,35023.78,24.1,10.0,10.0,2.0,0.223,0.0,0.0,1.0,0.0,50.0,USSD,Lagos-Island,0.13296028223259282,Low,-335.80708158694006,High failed-transaction rate (22.3%),Assisted support: service-reliability check + fee goodwill review,No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001092,0
38.0,58.0,2.0,1.0,207409.01,61177.99,3.4,8.0,8.0,2.0,0.156,1.0,1.0,3.0,0.0,250.0,USSD,Lagos-Mainland,0.6372097465523006,High,8245.802875619795,"Unresolved service issues (1 open), High failed-transaction rate (15.6%), Downtime exposure (3 days)","Complaint recovery: assign owner, resolve + follow-up call within 48h",FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001093,0
35.0,117.0,2.0,1.0,327084.47,7781.91,15.6,10.0,5.0,14.0,0.152,0.0,0.0,2.0,0.0,250.0,App,Lagos-Island,0.3939454715681018,Medium,-733.5879488373682,High failed-transaction rate (15.2%),Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001094,0
22.0,119.0,1.0,1.0,114862.84,128975.0,5.5,10.0,7.0,6.0,0.061,0.0,0.0,1.0,0.0,100.0,App,Lagos-Mainland,0.151820830227291,Low,3395.2728946412144,Single-product relationship,"Needs-based review: suitability check, no automatic sale",No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001095,0
61.0,20.0,1.0,0.0,49113.23,75921.92,4.8,11.0,8.0,2.0,0.093,1.0,0.0,1.0,0.0,500.0,App,Lagos-Island,0.3436302201587513,Low,5022.266521118775,"High failed-transaction rate (9.3%), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001096,0
57.0,14.0,1.0,0.0,79254.76,69087.96,7.0,6.0,6.0,3.0,0.089,0.0,0.0,,0.0,50.0,App,Other,0.2773594974273178,Low,3290.550465969659,"High failed-transaction rate (8.9%), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001097,0
20.0,30.0,1.0,1.0,39396.09,103281.96,4.5,8.0,6.0,5.0,0.078,0.0,0.0,0.0,0.0,50.0,App,Lagos-Island,0.15488245099442158,Low,2499.140777076953,Single-product relationship,"Needs-based review: suitability check, no automatic sale",No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001098,0
40.0,102.0,1.0,1.0,99553.29,93978.96,31.6,10.0,12.0,13.0,0.134,0.0,0.0,1.0,0.0,100.0,App,Lagos-Mainland,0.24152373987957743,Low,4174.537472298303,"High failed-transaction rate (13.4%), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001099,0
42.0,55.0,1.0,0.0,45689.85,101896.89,3.2,8.0,12.0,29.0,0.062,1.0,0.0,2.0,0.0,500.0,App,Lagos-Island,0.7443666595287091,Critical,17462.16190641608,"Inactivity (29 days since last txn), Single-product relationship",Re-engagement via App: usability nudge + low-friction check-in (suppress if opted out),FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001100,0
42.0,103.0,1.0,0.0,206547.28,113006.29,4.2,11.0,10.0,6.0,0.068,2.0,0.0,2.0,1.0,100.0,Internet,Lagos-Island,0.5816605648863528,High,14932.825619277748,"Repeated complaints (2), Single-product relationship","Needs-based review: suitability check, no automatic sale",FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001101,0
65.0,77.0,2.0,1.0,108281.8,,2.5,5.0,9.0,14.0,0.035,0.0,0.0,4.0,0.0,0.0,USSD,Lagos-Mainland,0.2999117652972572,Low,-1500.0,Downtime exposure (4 days),Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001102,0
25.0,66.0,1.0,1.0,253073.63,42827.19,6.0,8.0,11.0,20.0,0.125,0.0,0.0,0.0,0.0,100.0,Internet,Lagos-Island,0.2981145087087935,Low,1691.851676557039,"High failed-transaction rate (12.5%), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001103,0
33.0,34.0,1.0,1.0,159963.51,38023.24,10.9,5.0,19.0,20.0,0.293,0.0,0.0,1.0,0.0,0.0,Internet,Other,0.4831032147670529,Medium,3092.287369964799,"High failed-transaction rate (29.3%), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001104,0
27.0,41.0,1.0,1.0,149713.45,57929.46,11.7,6.0,12.0,1.0,0.259,0.0,0.0,0.0,0.0,0.0,App,Lagos-Island,0.2480347078699372,Low,2092.129172040803,"High failed-transaction rate (25.9%), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001105,0
30.0,18.0,2.0,1.0,26212.57,218703.39,12.6,7.0,6.0,2.0,0.117,1.0,0.0,0.0,0.0,250.0,Branch,Lagos-Mainland,0.2862200266164145,Low,14149.32252672502,High failed-transaction rate (11.7%),Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001106,0
65.0,62.0,2.0,1.0,138033.44,91394.91,13.1,7.0,11.0,6.0,0.151,0.0,0.0,1.0,0.0,50.0,App,Lagos-Mainland,0.20268165722633627,Low,3131.017955212963,High failed-transaction rate (15.1%),Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001107,0
66.0,34.0,1.0,,322408.6,121988.93,18.2,11.0,11.0,2.0,0.192,0.0,0.0,1.0,0.0,0.0,USSD,Lagos-Mainland,0.13327176733845647,Low,2564.420074206813,"High failed-transaction rate (19.2%), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001108,0
20.0,35.0,1.0,0.0,63933.7,70800.91,24.4,18.0,15.0,1.0,0.026,1.0,1.0,1.0,0.0,100.0,Branch,Lagos-Island,0.29129120145322696,Low,3655.920534470448,"Unresolved service issues (1 open), Single-product relationship","Complaint recovery: assign owner, resolve + follow-up call within 48h",FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001109,0
50.0,5.0,4.0,1.0,185113.56,79632.72,14.7,9.0,7.0,13.0,0.178,1.0,1.0,2.0,0.0,50.0,Branch,Lagos-Mainland,0.6948515792235077,High,12333.230312465852,"Unresolved service issues (1 open), High failed-transaction rate (17.8%)","Complaint recovery: assign owner, resolve + follow-up call within 48h",FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001110,0
30.0,96.0,2.0,0.0,19019.13,52833.27,10.7,12.0,10.0,13.0,0.091,0.0,0.0,3.0,0.0,100.0,Internet,Lagos-Island,0.2654901303846138,Low,2006.6779352363756,"High failed-transaction rate (9.1%), Downtime exposure (3 days)",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001111,0
28.0,112.0,2.0,0.0,34167.44,125269.31,5.6,10.0,12.0,3.0,0.143,1.0,0.0,1.0,0.0,50.0,Internet,Other,0.24806310631295167,Low,6268.673541070025,High failed-transaction rate (14.3%),Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001112,0
33.0,60.0,2.0,0.0,83733.66,75283.98,11.4,9.0,11.0,12.0,0.215,0.0,0.0,4.0,0.0,100.0,USSD,Lagos-Island,0.46873725139098193,Medium,7322.101464743413,"High failed-transaction rate (21.5%), Downtime exposure (4 days)",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001113,0
28.0,64.0,3.0,0.0,55653.97,132880.64,14.4,5.0,13.0,4.0,,1.0,1.0,1.0,0.0,0.0,App,Other,0.6412228996979501,High,19801.527323629856,Unresolved service issues (1 open),"Complaint recovery: assign owner, resolve + follow-up call within 48h",FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001114,1
43.0,111.0,3.0,,45078.2,17681.99,8.7,9.0,6.0,36.0,0.284,0.0,0.0,0.0,0.0,50.0,App,Other,0.5278474974452297,High,833.3485428378945,"High failed-transaction rate (28.4%), Inactivity (36 days since last txn)",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001115,0
69.0,61.0,1.0,1.0,55893.98,136901.68,16.2,4.0,14.0,2.0,0.136,0.0,0.0,2.0,0.0,50.0,Agent,Other,0.16578007165425346,Low,4173.892579996919,"High failed-transaction rate (13.6%), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001116,0
48.0,75.0,2.0,1.0,,47320.72,12.9,,10.0,2.0,0.064,0.0,0.0,1.0,0.0,50.0,App,Lagos-Island,0.12751547050657697,Low,8.530968877496662,Elevated risk pattern (review engagement/friction signals),Monitor: no contact unless risk persists next cycle,No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001117,0
,51.0,1.0,1.0,186687.05,53150.98,6.3,11.0,15.0,6.0,,0.0,0.0,1.0,0.0,100.0,Agent,Lagos-Island,0.0944777759808722,Low,-244.60340459904523,Single-product relationship,"Needs-based review: suitability check, no automatic sale",No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001118,0
43.0,62.0,2.0,1.0,135146.36,156567.09,7.0,8.0,8.0,1.0,0.065,0.0,0.0,0.0,0.0,0.0,App,Lagos-Island,0.10033711393683453,Low,2427.3724870221567,Elevated risk pattern (review engagement/friction signals),Monitor: no contact unless risk persists next cycle,No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001119,0
18.0,63.0,,0.0,140838.95,169771.79,19.8,9.0,10.0,5.0,0.058,1.0,0.0,3.0,0.0,100.0,App,Lagos-Mainland,0.44141202415543657,Medium,17234.827367097925,Downtime exposure (3 days),Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001120,0
22.0,85.0,1.0,1.0,86615.87,96212.04,2.5,7.0,13.0,2.0,0.133,0.0,0.0,4.0,0.0,250.0,Internet,Lagos-Mainland,0.30301677440758285,Low,5788.4655049933335,"High failed-transaction rate (13.3%), Downtime exposure (4 days), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001121,0
31.0,72.0,4.0,1.0,33251.92,162843.87,2.8,13.0,17.0,6.0,0.124,1.0,1.0,0.0,0.0,100.0,App,Other,0.24551854462846565,Low,8495.297491016765,"Unresolved service issues (1 open), High failed-transaction rate (12.4%)","Complaint recovery: assign owner, resolve + follow-up call within 48h",FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001122,0
30.0,60.0,,1.0,81329.54,61361.01,5.0,7.0,10.0,2.0,0.054,1.0,0.0,1.0,0.0,50.0,App,Lagos-Island,0.2288167510712239,Low,2010.1067376622204,Elevated risk pattern (review engagement/friction signals),Monitor: no contact unless risk persists next cycle,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001123,0
61.0,10.0,1.0,1.0,,68889.04,32.8,4.0,12.0,12.0,0.187,0.0,0.0,0.0,0.0,50.0,,Lagos-Mainland,0.3253084011666916,Low,4102.545865077065,"High failed-transaction rate (18.7%), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001124,0
61.0,108.0,4.0,0.0,192490.32,194028.16,13.2,6.0,9.0,11.0,0.198,0.0,0.0,1.0,0.0,0.0,App,Lagos-Island,0.3404342298832437,Low,15013.456806315698,High failed-transaction rate (19.8%),Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001125,0
62.0,106.0,1.0,1.0,280340.94,21888.05,7.0,8.0,9.0,,0.074,0.0,0.0,2.0,0.0,100.0,Agent,,0.10896180491499918,Low,-903.7596414825631,Single-product relationship,"Needs-based review: suitability check, no automatic sale",No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001126,0
51.0,22.0,,1.0,119552.39,123700.79,13.3,7.0,11.0,8.0,0.117,0.0,0.0,0.0,0.0,50.0,USSD,Lagos-Mainland,0.13779057544491788,Low,2761.200759272736,High failed-transaction rate (11.7%),Assisted support: service-reliability check + fee goodwill review,No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001127,0
46.0,35.0,3.0,1.0,178950.02,82473.61,6.6,12.0,9.0,3.0,0.086,0.0,0.0,2.0,0.0,500.0,App,Lagos-Mainland,0.1625706069825154,Low,1851.9462094348132,High failed-transaction rate (8.6%),Assisted support: service-reliability check + fee goodwill review,No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001128,0
51.0,116.0,1.0,0.0,7394.51,104546.5,10.6,7.0,10.0,8.0,0.191,0.0,0.0,2.0,0.0,100.0,Internet,Lagos-Mainland,0.3550747197041736,Low,7780.454795888096,"High failed-transaction rate (19.1%), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001129,0
39.0,39.0,1.0,1.0,69971.9,94793.16,7.5,7.0,9.0,1.0,0.132,1.0,0.0,3.0,0.0,100.0,App,Lagos-Mainland,0.4047978341760353,Medium,8093.016465675597,"High failed-transaction rate (13.2%), Downtime exposure (3 days), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001130,0
52.0,97.0,2.0,1.0,86296.5,103275.81,13.0,6.0,9.0,11.0,0.044,3.0,0.0,1.0,0.0,100.0,App,Lagos-Mainland,0.622514964473386,High,14572.68429827754,Repeated complaints (3),Monitor: no contact unless risk persists next cycle,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001131,1
59.0,94.0,1.0,1.0,132645.73,81309.57,9.2,10.0,10.0,6.0,0.262,1.0,0.0,0.0,0.0,0.0,App,Lagos-Island,0.2982065351315155,Low,4561.761285683356,"High failed-transaction rate (26.2%), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001132,0
57.0,103.0,1.0,1.0,284838.45,102244.71,7.1,5.0,7.0,5.0,0.125,2.0,1.0,1.0,1.0,500.0,App,Lagos-Mainland,0.9019979576297119,Critical,21556.129899610547,"Unresolved service issues (1 open), High failed-transaction rate (12.5%), Single-product relationship","Complaint recovery: assign owner, resolve + follow-up call within 48h",FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001133,1
49.0,2.0,1.0,0.0,114316.61,122792.45,10.6,7.0,10.0,19.0,0.016,,0.0,1.0,0.0,100.0,USSD,Lagos-Island,0.312823682386124,Low,8103.096594553503,Single-product relationship,"Needs-based review: suitability check, no automatic sale",FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001134,0
21.0,58.0,2.0,1.0,16332.94,71411.43,8.1,9.0,9.0,4.0,0.14,2.0,0.0,1.0,0.0,50.0,USSD,Other,0.3312225010831982,Low,4413.268112631932,"Repeated complaints (2), High failed-transaction rate (14.0%)",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001135,0
55.0,68.0,1.0,0.0,142039.95,82878.89,8.1,11.0,14.0,5.0,0.452,1.0,,1.0,0.0,100.0,,Lagos-Mainland,0.5412819081147667,High,9715.210930408464,"High failed-transaction rate (45.2%), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001136,0
37.0,100.0,1.0,0.0,65800.23,99892.3,3.7,8.0,16.0,9.0,0.025,1.0,0.0,0.0,0.0,0.0,USSD,Other,0.20429290868349045,Low,3601.822130520958,Single-product relationship,"Needs-based review: suitability check, no automatic sale",FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001137,0
56.0,27.0,,0.0,132239.01,163670.05,12.8,11.0,10.0,8.0,0.026,1.0,1.0,3.0,0.0,250.0,App,Lagos-Mainland,0.6470967174482068,High,24977.58802489597,"Unresolved service issues (1 open), Downtime exposure (3 days)","Complaint recovery: assign owner, resolve + follow-up call within 48h",FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001138,0
46.0,37.0,1.0,1.0,150491.56,29089.27,38.9,13.0,6.0,10.0,0.061,0.0,0.0,1.0,0.0,250.0,USSD,Lagos-Mainland,0.1518467091142276,Low,-395.72251999119317,Single-product relationship,"Needs-based review: suitability check, no automatic sale",No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001139,0
63.0,22.0,1.0,1.0,15037.86,45289.36,10.9,15.0,9.0,15.0,0.082,0.0,0.0,0.0,0.0,50.0,USSD,Lagos-Island,0.07888271774910406,Low,-606.8630495206091,"High failed-transaction rate (8.2%), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001140,0
,91.0,2.0,0.0,82744.56,241343.6,8.4,12.0,5.0,6.0,0.322,2.0,1.0,0.0,0.0,0.0,USSD,Lagos-Mainland,0.703866915175441,Critical,40968.44380733389,"Unresolved service issues (1 open), High failed-transaction rate (32.2%)","Complaint recovery: assign owner, resolve + follow-up call within 48h",FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001141,0
66.0,119.0,2.0,0.0,85201.84,114466.7,8.6,6.0,10.0,1.0,0.108,0.0,0.0,0.0,0.0,0.0,USSD,Lagos-Mainland,0.12988997999167184,Low,2217.019343178176,High failed-transaction rate (10.8%),Assisted support: service-reliability check + fee goodwill review,No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001142,0
61.0,17.0,1.0,1.0,113272.89,112025.19,19.4,5.0,5.0,21.0,0.16,0.0,0.0,2.0,0.0,100.0,USSD,Lagos-Mainland,0.4926284814013787,Medium,12296.699807100229,"High failed-transaction rate (16.0%), Inactivity (21 days since last txn), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001143,0
35.0,28.0,3.0,1.0,48241.52,316104.33,1.0,10.0,8.0,33.0,0.19,0.0,0.0,1.0,0.0,0.0,App,Other,0.3976870863039656,Medium,29927.652491441808,"High failed-transaction rate (19.0%), Inactivity (33 days since last txn)",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001144,0
43.0,37.0,2.0,0.0,36922.03,110861.6,11.1,6.0,5.0,2.0,0.114,0.0,0.0,3.0,0.0,100.0,App,Lagos-Island,0.3763388463349736,Medium,8930.381661712328,"High failed-transaction rate (11.4%), Downtime exposure (3 days)",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001145,0
45.0,106.0,1.0,1.0,281696.07,65818.97,9.5,13.0,6.0,29.0,0.256,1.0,0.0,1.0,0.0,250.0,USSD,Lagos-Island,0.5994218749350231,High,8363.33260092301,"High failed-transaction rate (25.6%), Inactivity (29 days since last txn), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001146,1
57.0,54.0,2.0,0.0,104840.48,15755.31,9.1,8.0,16.0,13.0,0.009,1.0,1.0,2.0,0.0,0.0,App,Other,0.6253822660453524,High,963.2728675117501,Unresolved service issues (1 open),"Complaint recovery: assign owner, resolve + follow-up call within 48h",FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001147,1
53.0,34.0,2.0,1.0,40622.26,79979.5,10.4,12.0,11.0,34.0,0.206,0.0,0.0,2.0,0.0,100.0,USSD,Lagos-Island,0.40718009361755303,Medium,6641.51507437127,"High failed-transaction rate (20.6%), Inactivity (34 days since last txn)",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001148,0
62.0,39.0,2.0,0.0,57002.32,92438.65,5.2,9.0,9.0,25.0,0.066,0.0,0.0,0.0,0.0,0.0,USSD,Lagos-Island,0.24762634220810864,Low,4222.5611945388955,Inactivity (25 days since last txn),Re-engagement via USSD: usability nudge + low-friction check-in (suppress if opted out),FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001149,0
37.0,72.0,2.0,1.0,290486.35,148730.41,5.4,12.0,7.0,6.0,0.034,0.0,0.0,1.0,0.0,250.0,Branch,Lagos-Island,0.14091014046107259,Low,3739.4057409832285,Elevated risk pattern (review engagement/friction signals),Monitor: no contact unless risk persists next cycle,No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001150,0
44.0,47.0,2.0,1.0,218435.92,153552.84,3.4,7.0,8.0,5.0,0.24,0.0,0.0,2.0,0.0,0.0,USSD,Lagos-Island,0.26400776875822884,Low,8634.785668722328,High failed-transaction rate (24.0%),Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-001151,0
