Respondent_ID,Valid_Record,Consent,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,CHD1,CHD2,CHD3,CHD4,CHD5,CHD6,CHD7,CHD8,CHD9,CHD10,AIA1,AIA2,AIA3,AIA4,AIA5,AIA6,AIA7,AIA8,PAC1,PAC2,PAC3,PAC4,PAC5,PAC6,PAC7,PAC8,MLU1,MLU2,MLU3,MLU4,MLU5,MLU6,MLU7,MLU8,MLU9,RSO1,RSO2,RSO3,RSO4,RSO5,RSO6,RSO7,RSO8,CRE1,CRE2,CRE3,CRE4,CRE5,CRE6,IMP1,IMP2,IMP3,IMP4,IMP5,IMP6,IMP7,IMP8,CHD_Mean,AIA_Mean,PAC_Mean,MLU_Mean,RSO_Mean,CRE_Mean,IMP_Mean
R041,Yes,Yes,Male,45-54,Diploma/OND/NCE,Insurance/investment/other licensed financial institution,Management/Strategy,6-10,Yes,0,Yes,Yes,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,5.0,,5.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,,3.0,3.0,2.0,3.0,2.0,3.0,1.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,1.7,3.4285714285714284,3.125,3.5555555555555554,2.4285714285714284,3.5,3.75
R042,Yes,Yes,Female,45-54,Diploma/OND/NCE,Fintech/payment provider,Digital Banking/Product,2-5,Yes,3,Yes,Yes,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,,3.0,3.0,3.0,2.0,3.0,2.0,2.0,,3.0,3.0,1.7,2.625,2.75,3.3333333333333335,3.75,3.2,2.5714285714285716
R043,Yes,Yes,Male,25-34,Master's,Digital bank/neobank,IT/Technology,Less than 2,Yes,2,Yes,Yes,3.0,2.0,3.0,3.0,,2.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,2.7777777777777777,3.375,3.125,3.3333333333333335,3.25,3.1666666666666665,3.125
R044,Yes,Yes,Female,35-44,Diploma/OND/NCE,Fintech/payment provider,Digital Banking/Product,11-15,Yes,2,No,Yes,3.0,4.0,,2.0,3.0,3.0,2.0,4.0,5.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,3.3333333333333335,2.375,2.0,3.6666666666666665,2.75,3.1666666666666665,2.125
R045,Yes,Yes,Male,25-34,Doctorate,Digital bank/neobank,Other,2-5,Yes,3,Yes,Yes,4.0,2.0,5.0,3.0,3.0,3.0,3.0,5.0,,4.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,5.0,3.0,3.5555555555555554,3.375,4.125,3.888888888888889,4.0,3.5,3.375
R046,Yes,Yes,Male,35-44,Bachelor/HND,Commercial bank,IT/Technology,Less than 2,Yes,3,Yes,Yes,2.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0,,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,2.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.3,3.4285714285714284,4.0,3.888888888888889,4.375,3.6666666666666665,2.75
R047,Yes,Yes,Male,45-54,Master's,Commercial bank,Digital Banking/Product,2-5,Yes,2,Yes,Yes,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,,1.0,1.0,2.0,2.0,2.0,,2.0,2.0,1.0,3.0,2.0,2.0,,2.0,1.0,1.0,2.0,2.0,,2.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.888888888888889,2.25,1.4285714285714286,2.0,,1.8333333333333333,2.875
R048,Yes,Yes,Male,35-44,Bachelor/HND,Microfinance bank,Data/Analytics/AI,Less than 2,Yes,2,Yes,Yes,3.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,1.0,5.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,3.8,3.375,3.375,3.2222222222222223,3.875,2.6666666666666665,4.0
R049,Yes,Yes,Female,25-34,Bachelor/HND,Fintech/payment provider,Data/Analytics/AI,2-5,Yes,1,No,Yes,3.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,,3.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,3.4,2.25,2.0,2.888888888888889,1.7142857142857142,2.8333333333333335,2.25
R050,Yes,Yes,Female,35-44,Bachelor/HND,Commercial bank,IT/Technology,2-5,Yes,3,Yes,Yes,3.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,3.2,2.625,3.125,3.111111111111111,3.2857142857142856,3.5,2.875
R051,Yes,Yes,Male,35-44,Postgraduate Diploma,Digital bank/neobank,Risk/Compliance,Less than 2,Yes,0,Yes,Yes,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,,1.0,4.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,4.0,1.0,3.0,2.0,3.3,3.25,2.7142857142857144,1.3333333333333333,3.125,2.5,2.625
R052,Yes,Yes,Female,35-44,Bachelor/HND,Fintech/payment provider,IT/Technology,Less than 2,Yes,0,No,Yes,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,5.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.2,2.125,2.375,2.2222222222222223,2.875,2.8333333333333335,2.75
R053,Yes,Yes,Female,35-44,Other,Fintech/payment provider,Other,2-5,Yes,2,No,Yes,3.0,4.0,4.0,3.0,3.0,5.0,2.0,3.0,5.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,5.0,4.0,5.0,,4.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,5.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,5.0,4.0,3.6,2.875,4.142857142857143,2.111111111111111,3.75,4.0,3.5
R054,Yes,Yes,Male,35-44,Postgraduate Diploma,Commercial bank,Customer Experience/Service,6-10,Yes,4,Yes,Yes,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,1.0,4.0,5.0,4.0,,2.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,5.0,3.0,2.0,3.0,4.0,4.0,5.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,5.0,5.0,4.0,5.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,2.9,3.2857142857142856,2.625,3.888888888888889,3.0,4.5,2.625
R055,Yes,Yes,Male,35-44,Bachelor/HND,Microfinance bank,Relationship/Marketing,6-10,Yes,2,Yes,Yes,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,,3.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,2.4,2.125,2.625,3.7777777777777777,3.2857142857142856,2.6666666666666665,3.625
R056,Yes,Yes,Female,25-34,Master's,Commercial bank,Other,2-5,Yes,3,Yes,Yes,5.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.3,4.0,3.75,3.5555555555555554,4.25,2.3333333333333335,3.25
R057,Yes,Yes,Male,35-44,Diploma/OND/NCE,Commercial bank,Relationship/Marketing,Less than 2,Yes,2,Yes,Yes,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,,3.0,4.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,,2.0,3.0,2.5714285714285716,3.0,1.5555555555555556,2.25,2.5,2.7142857142857144
R058,Yes,Yes,Female,55 or above,Bachelor/HND,Commercial bank,Digital Banking/Product,16 or more,Yes,4,Yes,Yes,3.0,3.0,3.0,2.0,1.0,2.0,,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,2.3333333333333335,3.0,3.25,2.6666666666666665,3.625,4.0,3.875
R059,Yes,Yes,Male,25-34,Bachelor/HND,Commercial bank,Data/Analytics/AI,2-5,Yes,4,Yes,Yes,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,2.0,2.0,3.0,3.0,1.0,4.0,3.0,3.7,3.375,4.375,2.7777777777777777,4.125,4.5,2.625
R060,Yes,Yes,Male,45-54,Bachelor/HND,Commercial bank,Digital Banking/Product,6-10,Yes,4,Yes,Yes,3.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.6,4.75,4.125,3.111111111111111,4.25,3.3333333333333335,3.25
R061,Yes,Yes,Male,25-34,Bachelor/HND,Digital bank/neobank,Data/Analytics/AI,2-5,Yes,1,No,Yes,4.0,3.0,4.0,,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0,3.0,3.2857142857142856,3.5,3.3333333333333335,4.25,2.8333333333333335,2.875
R062,Yes,Yes,Female,25-34,Bachelor/HND,Commercial bank,Customer Experience/Service,2-5,Yes,1,Yes,Yes,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,2.8,1.0,1.25,1.5,1.0,1.3333333333333333,3.5
R063,Yes,Yes,Female,35-44,Bachelor/HND,Microfinance bank,Customer Experience/Service,2-5,Yes,2,Yes,Yes,3.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,5.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,,3.0,3.1,3.5,3.125,3.5555555555555554,3.375,2.8333333333333335,2.5714285714285716
R064,Yes,Yes,Male,35-44,Master's,Insurance/investment/other licensed financial institution,Customer Experience/Service,16 or more,Yes,2,Do not know,Yes,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,,3.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,1.3,3.5,3.0,2.3333333333333335,2.75,2.6666666666666665,2.875
R065,Yes,Yes,Female,35-44,Diploma/OND/NCE,Commercial bank,IT/Technology,2-5,Yes,1,No,Yes,3.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,,2.0,3.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,5.0,4.0,,4.0,3.0,2.0,4.0,3.0,3.5555555555555554,3.125,3.0,3.111111111111111,2.875,2.3333333333333335,3.5714285714285716
R066,Yes,Yes,Female,35-44,Master's,Fintech/payment provider,IT/Technology,6-10,Yes,1,No,Yes,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,,4.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,4.0,,1.8,3.5,2.75,3.888888888888889,3.4285714285714284,2.6666666666666665,3.2857142857142856
R067,Yes,Yes,Male,45-54,Master's,Commercial bank,Other,6-10,Yes,1,No,Yes,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,,5.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.111111111111111,3.625,3.7142857142857144,2.5555555555555554,3.25,3.1666666666666665,3.5
R068,Yes,Yes,Male,35-44,Master's,Commercial bank,Customer Experience/Service,6-10,Yes,2,No,Yes,2.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,1.0,2.0,1.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,,4.0,3.0,4.0,3.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,2.3333333333333335,2.75,3.5,2.4444444444444446,2.375,3.4,2.375
R069,Yes,Yes,Male,18-24,Master's,Commercial bank,Data/Analytics/AI,11-15,Yes,1,Yes,Yes,4.0,3.0,5.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,,,4.0,3.0,4.0,3.0,3.0,2.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,2.0,4.0,5.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,3.9,3.375,,4.0,3.75,3.0,2.25
R070,Yes,Yes,Male,25-34,Bachelor/HND,Merchant bank,Data/Analytics/AI,6-10,Yes,3,Yes,Yes,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.7,3.625,3.5,2.888888888888889,3.375,2.8333333333333335,3.25
R071,Yes,Yes,Male,25-34,Diploma/OND/NCE,Digital bank/neobank,Data/Analytics/AI,6-10,Yes,4,No,Yes,4.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,,4.0,4.0,2.0,5.0,3.0,4.0,3.0,2.0,3.0,4.0,,3.0,3.0,2.0,4.0,4.0,3.0,4.0,5.0,4.0,,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,1.0,3.0,4.0,3.0,3.0,4.0,3.0,3.9,3.25,3.4285714285714284,3.0,3.857142857142857,3.8333333333333335,3.0
R072,Yes,Yes,Female,35-44,Master's,Insurance/investment/other licensed financial institution,Data/Analytics/AI,Less than 2,Yes,0,No,Yes,4.0,,5.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,,2.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,3.6666666666666665,2.0,1.75,4.125,1.875,2.4,3.875
R073,Yes,Yes,Male,35-44,Bachelor/HND,Commercial bank,IT/Technology,6-10,Yes,2,Yes,Yes,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.1,,1.5,1.6666666666666667,1.875,2.5,2.875
R074,Yes,Yes,Female,35-44,Doctorate,Fintech/payment provider,Digital Banking/Product,6-10,Yes,1,No,Yes,2.0,4.0,,3.0,2.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0,,4.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,2.888888888888889,2.625,2.2857142857142856,2.5555555555555554,1.875,3.1666666666666665,2.5
R075,Yes,Yes,Male,25-34,Master's,Fintech/payment provider,Other,2-5,Yes,2,Yes,Yes,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,3.2,2.875,3.625,3.3333333333333335,2.875,2.0,3.0
R076,Yes,Yes,Female,55 or above,Master's,Insurance/investment/other licensed financial institution,Digital Banking/Product,2-5,Yes,4,No,Yes,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,3.6,4.625,3.875,4.777777777777778,4.5,4.333333333333333,2.125
R077,Yes,Yes,Male,25-34,Diploma/OND/NCE,Commercial bank,Digital Banking/Product,6-10,Yes,1,No,Yes,3.0,3.0,3.0,2.0,,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,2.0,3.0,3.0,3.0,3.0,,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,2.5555555555555554,2.25,3.0,3.2222222222222223,2.125,3.1666666666666665,3.25
R078,Yes,Yes,Male,35-44,Bachelor/HND,Commercial bank,Customer Experience/Service,16 or more,Yes,3,Yes,Yes,3.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,2.9,3.375,3.125,4.0,2.75,3.6666666666666665,3.75
R079,Yes,Yes,Male,25-34,Postgraduate Diploma,Insurance/investment/other licensed financial institution,Digital Banking/Product,Less than 2,Yes,3,No,Yes,3.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,3.2,3.75,3.625,2.3333333333333335,2.75,3.3333333333333335,3.375
R080,Yes,Yes,Male,45-54,Master's,Microfinance bank,IT/Technology,2-5,Yes,4,No,Yes,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.4,4.25,4.5,3.7777777777777777,3.7142857142857144,3.8333333333333335,3.0
R081,Yes,Yes,Female,25-34,Bachelor/HND,Fintech/payment provider,IT/Technology,16 or more,Yes,3,No,Yes,4.0,2.0,5.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,,4.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,,3.0,4.0,3.4,3.25,3.125,4.444444444444445,3.142857142857143,2.8333333333333335,3.2857142857142856
